total dirs files folder_names file_names fo_and_fi_names repo_name
46 0.04 0.96 "Figures IPython " "02_SimpleGraph.py 03_IntegralOfDensity.py 03_RunningProportion.py 04_BayesUpdate.py 05_BernBeta.py 05_BetaPosteriorPredictions.py 06_BernGrid.py 07_BernBetaPyMCFull.py 07_BernMetropolisTemplate.py 08_BernTwoGrid.py 08_BernTwoMetropolis.py 08_BernTwoPyMC.py 09_BernBetaMuKappaPyMC.py 09_BernBetaMuKappaPyMC_TT.py 09_FilconPyMC.py 09_FilconPyMC_ex9.2.A.py 09_FilconPyMC_ex9.2.B.py 10_BernBetaModelCompPyMC.py 10_FilconModelCompPyMC.py 10_ToyModelCompPyMC.py 12_OneOddGroupModelComp.py 13_minNforHDIpower.py 15_SystemsPyMC.py 15_YmetricXsinglePyMC.py 16_SimpleLinearRegressionPyMC.py 16_SimpleRobustLinearRegressionPyMC.py 17_MultiLinRegressHyperPyMC.py 17_MultipleLinearRegressionPyMC.py 18_ANOVAonewayNonhomogvarBrugs.py 18_ANOVAonewayPyMC.py 19_ANOVAtwowayPyMC.py Guber1999data.txt HDI_of_grid.py HDIofICDF.py HtWtDataGenerator.py McDonaldSK1991data.txt McIntyre1994data.csv QianS2007SeaweedData.txt README.md Salary.csv SolariLS2008data.txt Systems.txt hpd.py plot_post.py " "02_SimpleGraph.py 03_IntegralOfDensity.py 03_RunningProportion.py 04_BayesUpdate.py 05_BernBeta.py 05_BetaPosteriorPredictions.py 06_BernGrid.py 07_BernBetaPyMCFull.py 07_BernMetropolisTemplate.py 08_BernTwoGrid.py 08_BernTwoMetropolis.py 08_BernTwoPyMC.py 09_BernBetaMuKappaPyMC.py 09_BernBetaMuKappaPyMC_TT.py 09_FilconPyMC.py 09_FilconPyMC_ex9.2.A.py 09_FilconPyMC_ex9.2.B.py 10_BernBetaModelCompPyMC.py 10_FilconModelCompPyMC.py 10_ToyModelCompPyMC.py 12_OneOddGroupModelComp.py 13_minNforHDIpower.py 15_SystemsPyMC.py 15_YmetricXsinglePyMC.py 16_SimpleLinearRegressionPyMC.py 16_SimpleRobustLinearRegressionPyMC.py 17_MultiLinRegressHyperPyMC.py 17_MultipleLinearRegressionPyMC.py 18_ANOVAonewayNonhomogvarBrugs.py 18_ANOVAonewayPyMC.py 19_ANOVAtwowayPyMC.py Figures Guber1999data.txt HDI_of_grid.py HDIofICDF.py HtWtDataGenerator.py IPython McDonaldSK1991data.txt McIntyre1994data.csv QianS2007SeaweedData.txt README.md Salary.csv SolariLS2008data.txt Systems.txt hpd.py plot_post.py " aloctavodia_Doing_bayesian_data_analysis
45 0.00 1.00 "" "2002FemPreg.dat.gz 2002FemResp.dat.gz 2002Male.dat.gz BREAST.TXT.gz HTML.py README.md age_lm.py agemodel.py class_size.py columns.py correlate1.py estimate1.py family_size.py gaussian.py glm.py gss.2000-2010.csv gss.py heri14.csv heri14.py jimmy.py learn_dataset_linear_regression.py learn_digits_cv_gridsearch.py learn_digits_cv_nonlinear.py learn_digits_logistic_regression.py learn_digits_multiple_C.py mystery0.dat mystery1.dat mystery2.dat mystery3.dat mystery4.dat mystery5.dat mystery6.dat mystery7.dat regress1.py relay.py relay_soln.py seer.py survey.py survival.py test_corr.py test_models.py test_models2.py test_reg.py thinkplot.py thinkstats2.py " "2002FemPreg.dat.gz 2002FemResp.dat.gz 2002Male.dat.gz BREAST.TXT.gz HTML.py README.md age_lm.py agemodel.py class_size.py columns.py correlate1.py estimate1.py family_size.py gaussian.py glm.py gss.2000-2010.csv gss.py heri14.csv heri14.py jimmy.py learn_dataset_linear_regression.py learn_digits_cv_gridsearch.py learn_digits_cv_nonlinear.py learn_digits_logistic_regression.py learn_digits_multiple_C.py mystery0.dat mystery1.dat mystery2.dat mystery3.dat mystery4.dat mystery5.dat mystery6.dat mystery7.dat regress1.py relay.py relay_soln.py seer.py survey.py survival.py test_corr.py test_models.py test_models2.py test_reg.py thinkplot.py thinkstats2.py " AllenDowney_DataScience
8 0.62 0.38 "docs misc tools web weeks " ".gitignore README.markdown Shake.hs " ".gitignore README.markdown Shake.hs docs misc tools web weeks " byorgey_haskell-course
6 0.33 0.67 "en random-example-paper " ".gitignore LICENSE README.md deploy-to-gh-pages.sh " ".gitignore LICENSE README.md deploy-to-gh-pages.sh en random-example-paper " jdleesmiller_latex-course
5 0.20 0.80 "geojson " ".gitignore LICENSE README.md index.html " ".gitignore LICENSE README.md geojson index.html " lyzidiamond_learn-geojson
9 0.33 0.67 "HW Materials Project " "DataWorkshop.md FinalReview.md FinalReviewGuide.md Interviews.md README.md Syllabus.md " "DataWorkshop.md FinalReview.md FinalReviewGuide.md HW Interviews.md Materials Project README.md Syllabus.md " CSC-510_Course
16 0.75 0.25 "1_DATASCITOOLBOX 2_RPROG 3_GETDATA 4_EXDATA 5_REPDATA 6_STATINFERENCE 7_REGMODS 8_PREDMACHLEARN 9_DEVDATAPROD images javascripts stylesheets " "README.md google7214e921c2092649.html index.html params.json " "1_DATASCITOOLBOX 2_RPROG 3_GETDATA 4_EXDATA 5_REPDATA 6_STATINFERENCE 7_REGMODS 8_PREDMACHLEARN 9_DEVDATAPROD README.md google7214e921c2092649.html images index.html javascripts params.json stylesheets " sux13_DataScienceSpCourseNotes
13 0.69 0.31 "datasets day0 day1 day2 day3 day4 day5 lectures resources " ".gitignore Makefile README.md README.outdated " ".gitignore Makefile README.md README.outdated datasets day0 day1 day2 day3 day4 day5 lectures resources " dataiap_dataiap
32 0.03 0.97 "images " ".gitignore .jshintrc 01-Intro_and_3_Principles_of_Redux.md 02-Reducer_and_Store.md 03-Implementing_Store_from_Scratch.md 04-React_Counter_Example.md 05-Avoiding_Array_Mutations.md 06-Avoiding_Object_Mutations.md 07-Writing_a_Todo_List_Reducer.md 08-Reducer_Composition_with_Arrays.md 09-Reducer_Composition_with_Objects.md 10-Reducer_Composition_with_combineReducers.md 11-Implementing_combineReducers_from_Scratch.md 12-React_Todo_List_Example_Adding_a_Todo.md 13-React_Todo_List_Example_Toggling_a_Todo.md 14-React_Todo_List_Example_Filtering_Todos.md 15-Extracting_Presentational_Components_Todo__TodoList.md 16-Extracting_Presentational_Components_AddTodo__Footer__FilterLink.md 17-Extracting_Container_Components_FilterLink.md 18-Extracting_Container_Components_VisibileTodoList__AddTodo.md 19-Passing_the_Store_Down_Explicitly_via_Props.md 20-Passing_the_Store_Down_Implicitly_via_Context.md 21-Passing_the_Store_Down_with_Provider_from_React_Redux.md 22-Generating_Containers_with_connect_from_React_Redux_VisibleTodoList.md 23-Generating_Containers_with_connect_from_React_Redux_AddTodo.md 24-Generating_Containers_with_connect_from_Readct_Redux_FooterLink.md 25-Extracting_Action_Creators.md README.md SUMMARY.md book.json package.json " ".gitignore .jshintrc 01-Intro_and_3_Principles_of_Redux.md 02-Reducer_and_Store.md 03-Implementing_Store_from_Scratch.md 04-React_Counter_Example.md 05-Avoiding_Array_Mutations.md 06-Avoiding_Object_Mutations.md 07-Writing_a_Todo_List_Reducer.md 08-Reducer_Composition_with_Arrays.md 09-Reducer_Composition_with_Objects.md 10-Reducer_Composition_with_combineReducers.md 11-Implementing_combineReducers_from_Scratch.md 12-React_Todo_List_Example_Adding_a_Todo.md 13-React_Todo_List_Example_Toggling_a_Todo.md 14-React_Todo_List_Example_Filtering_Todos.md 15-Extracting_Presentational_Components_Todo__TodoList.md 16-Extracting_Presentational_Components_AddTodo__Footer__FilterLink.md 17-Extracting_Container_Components_FilterLink.md 18-Extracting_Container_Components_VisibileTodoList__AddTodo.md 19-Passing_the_Store_Down_Explicitly_via_Props.md 20-Passing_the_Store_Down_Implicitly_via_Context.md 21-Passing_the_Store_Down_with_Provider_from_React_Redux.md 22-Generating_Containers_with_connect_from_React_Redux_VisibleTodoList.md 23-Generating_Containers_with_connect_from_React_Redux_AddTodo.md 24-Generating_Containers_with_connect_from_Readct_Redux_FooterLink.md 25-Extracting_Action_Creators.md README.md SUMMARY.md book.json images package.json " tayiorbeii_egghead
8 0.75 0.25 "additional homeworks lecture-notes presentations test-generator workshop " "README.md course-program.txt " "README.md additional course-program.txt homeworks lecture-notes presentations test-generator workshop " hackman_linux-sysadmin-course
4 0.75 0.25 "notes pcaps virtualmachines " "README.md " "README.md notes pcaps virtualmachines " open-nsm_course
5 0.00 1.00 "" ".gitignore README.md crossValidate.py logloss.py makeSubmission.py " ".gitignore README.md crossValidate.py logloss.py makeSubmission.py " chrisclark_PythonForDataScience
9 0.78 0.22 "Module1 Module2 Module3 Module4 Module5 Module6 Module7 " "MIT License.txt README.md " "MIT License.txt Module1 Module2 Module3 Module4 Module5 Module6 Module7 README.md " MicrosoftLearning_Analyzing-Visualizing-Data-Excel
2 0.50 0.50 "ipython " "README.md " "README.md ipython " briandalessandro_DataScienceCourse
10 0.30 0.70 ".screwdriver src tests " ".gitignore .travis.yml CHANGELOG LICENSE README.md index.js package.json " ".gitignore .screwdriver .travis.yml CHANGELOG LICENSE README.md index.js package.json src tests " substance_data
4 0.75 0.25 "frameworks papernotes research " "README.md " "README.md frameworks papernotes research " jxieeducation_DIY-Data-Science
2 0.50 0.50 "resources " "README.md " "README.md resources " zipfian_data-science-primer
6 0.50 0.50 "Lecture-Slides assignments examples " ".gitignore FAQ.md README.md " ".gitignore FAQ.md Lecture-Slides README.md assignments examples " jhu-ep-coursera_fullstack-course5
3 0.00 1.00 "" "CONTRIBUTING.md NOTES.md README.md " "CONTRIBUTING.md NOTES.md README.md " Developer-Y_cs-video-courses
11 0.82 0.18 "example-data-science-notebook optimal-road-trip pareto-optimized-road-trip pct-bachelors-degrees-conferred-women-usa rethinking-population-pyramid revisiting-vaccine-visualizations tpot-demo us-weather-history wheres-waldo-path-optimization " ".gitignore README.md " ".gitignore README.md example-data-science-notebook optimal-road-trip pareto-optimized-road-trip pct-bachelors-degrees-conferred-women-usa rethinking-population-pyramid revisiting-vaccine-visualizations tpot-demo us-weather-history wheres-waldo-path-optimization " rhiever_Data-Analysis-and-Machine-Learning-Projects
11 0.64 0.36 "NN assignment code misc project regression tf-hands-on " ".DS_Store .gitignore LICENSE README.md " ".DS_Store .gitignore LICENSE NN README.md assignment code misc project regression tf-hands-on " ml6973_Course
8 0.62 0.38 "01-data-frames 02-exploratory-data-analysis 03-dimensionality-reduction-and-clustering 04-sentiment-analysis apps " ".gitignore LICENSE README.md " ".gitignore 01-data-frames 02-exploratory-data-analysis 03-dimensionality-reduction-and-clustering 04-sentiment-analysis LICENSE README.md apps " jadianes_data-science-your-way
12 0.33 0.67 "dialogs octocats workshop1 workshop2 " ".nojekyll GitHub-Mark.png README.md anthology.html freewrite.html github_tutorial.pdf index.html style.css " ".nojekyll GitHub-Mark.png README.md anthology.html dialogs freewrite.html github_tutorial.pdf index.html octocats style.css workshop1 workshop2 " bardcollege_bardcollege
5 0.40 0.60 "Assignments Lectures " ".gitignore LICENSE README.md " ".gitignore Assignments LICENSE Lectures README.md " jmankoff_data
8 0.50 0.50 "Lecture-Slides assignments examples images " ".gitignore All-Links-Course4.pdf FAQ.md README.md " ".gitignore All-Links-Course4.pdf FAQ.md Lecture-Slides README.md assignments examples images " jhu-ep-coursera_fullstack-course4
13 0.31 0.69 "content layouts lib spec " ".DS_Store .gitignore Gemfile Gemfile.lock Guardfile README.md Rules nanoc.yaml rakefile " ".DS_Store .gitignore Gemfile Gemfile.lock Guardfile README.md Rules content layouts lib nanoc.yaml rakefile spec " pitosalas_course
29 0.76 0.24 "_chapters _chapters_cn _chapters_de _chapters_es _chapters_it _chapters_jp _chapters_ko _chapters_pt _chapters_ru _data _demos _guides _includes _layouts _pages _terms classes css demos dev images js " ".gitignore .gitmodules Gemfile LICENSE.txt README.md _config.yml index.html " ".gitignore .gitmodules Gemfile LICENSE.txt README.md _chapters _chapters_cn _chapters_de _chapters_es _chapters_it _chapters_jp _chapters_ko _chapters_pt _chapters_ru _config.yml _data _demos _guides _includes _layouts _pages _terms classes css demos dev images index.html js " ml4a_ml4a
25 0.24 0.76 "_layouts chapters css fonts images js " ".gitignore .ruby-gemset .ruby-version Gemfile Gemfile.lock LICENSE-CC-BY.textile Procfile README.md _config.yml authors-guide.md authors.md contributing.md designers-guide.md developers-guide.md index.html license.md recipe-template.md terms-of-use.md wanted-recipes.md " ".gitignore .ruby-gemset .ruby-version Gemfile Gemfile.lock LICENSE-CC-BY.textile Procfile README.md _config.yml _layouts authors-guide.md authors.md chapters contributing.md css designers-guide.md developers-guide.md fonts images index.html js license.md recipe-template.md terms-of-use.md wanted-recipes.md " coffeescript-cookbook_coffeescript-cookbook
7 0.71 0.29 "algorithms databases-2015 databases foundations platforms " ".gitignore README.md " ".gitignore README.md algorithms databases-2015 databases foundations platforms " ledeprogram_courses
7 0.43 0.57 "Logistic Regression with StatsModels Logistic-Regression Twitter-Data-Analysis " "LICENSE README.md basic_commands.py svm_sklearn.py " "LICENSE Logistic Regression with StatsModels Logistic-Regression README.md Twitter-Data-Analysis basic_commands.py svm_sklearn.py " ujjwalkarn_DataSciencePython
8 0.38 0.62 "images javascripts stylesheets " ".gitignore CONTRIBUTING.md README.md index.html params.json " ".gitignore CONTRIBUTING.md README.md images index.html javascripts params.json stylesheets " prakhar1989_awesome-courses
6 0.33 0.67 "analysis docs " ".gitignore LICENSE README.md fiveMinuteStats.Rproj " ".gitignore LICENSE README.md analysis docs fiveMinuteStats.Rproj " stephens999_fiveMinuteStats
30 0.30 0.70 "_exam _hwk _includes _info _lab _layouts _lectures _teams images " ".gitignore .travis.yml Gemfile Gemfile.lock LICENSE README.md _config.yml calendar.css exam.css exam.js flipclock.css flipclock.js handout.css hwk.css hwk.js index.md jekyll.sh jquery-dateFormat.js setup.sh site.css site.js " ".gitignore .travis.yml Gemfile Gemfile.lock LICENSE README.md _config.yml _exam _hwk _includes _info _lab _layouts _lectures _teams calendar.css exam.css exam.js flipclock.css flipclock.js handout.css hwk.css hwk.js images index.md jekyll.sh jquery-dateFormat.js setup.sh site.css site.js " UCSB-CS56-F16_UCSB-CS56-F16
13 0.00 1.00 "" "1_Introduction.ipynb 2_Data_Science_Basic_Concepts.ipynb 3_Python_Basic_Concepts.ipynb 4_Python_Simple_Decision_Tree.ipynb 5_Next_Steps.ipynb Python_for_Data_Science_all.html Python_for_Data_Science_all.ipynb Python_for_Data_Science_clean.ipynb README.md agaricus-lepiota.attributes agaricus-lepiota.data simple_decision_tree.py simple_ml.py " "1_Introduction.ipynb 2_Data_Science_Basic_Concepts.ipynb 3_Python_Basic_Concepts.ipynb 4_Python_Simple_Decision_Tree.ipynb 5_Next_Steps.ipynb Python_for_Data_Science_all.html Python_for_Data_Science_all.ipynb Python_for_Data_Science_clean.ipynb README.md agaricus-lepiota.attributes agaricus-lepiota.data simple_decision_tree.py simple_ml.py " gumption_Python_for_Data_Science
5 0.20 0.80 "all " ".gitignore README.md SUMMARY.md book.json " ".gitignore README.md SUMMARY.md all book.json " chyyuu_os_course_spoc_exercises
6 0.00 1.00 "" "CIS440scheduleFALL2015.pdf CIS440syllabusFALL2015.pdf README.md Undergraduate-Honor-Code.pdf group_assignments.pdf individual_assignments.pdf " "CIS440scheduleFALL2015.pdf CIS440syllabusFALL2015.pdf README.md Undergraduate-Honor-Code.pdf group_assignments.pdf individual_assignments.pdf " asu-cis-capstone_course-info
7 0.14 0.86 "markdown " ".gitignore Global Environment.mm LICENSE README.md README2.md pml-exampleSonarRandomForest.R " ".gitignore Global Environment.mm LICENSE README.md README2.md markdown pml-exampleSonarRandomForest.R " lgreski_datasciencectacontent
24 0.42 0.58 "2014-speaker-materials 2014-transcripts 2014 2015-speaker-materials 2015-transcripts 2015 2016-speaker-materials _layouts images stylesheets " ".gitignore CNAME LICENSE _config.yml conduct.md faq.md favicon.ico give-a-talk.md index.md program.md recordings.md speakers.md sponsors.md venue-accessibility.md " ".gitignore 2014-speaker-materials 2014-transcripts 2014 2015-speaker-materials 2015-transcripts 2015 2016-speaker-materials CNAME LICENSE _config.yml _layouts conduct.md faq.md favicon.ico give-a-talk.md images index.md program.md recordings.md speakers.md sponsors.md stylesheets venue-accessibility.md " bangbangcon_bangbangcon
58 0.91 0.09 "2d aquarium blob book caves city clear collectibles color-adjust colorpicker columns css-animation-test css dynamic-cubemap electricflower field fishtank fonts fpstest gdc google-io gradient-editor grid-tower halo hdr hello-webgl images imagesphere jquery-ui-1.8.2.custom js khronos logos lots-o-images lots-o-objects modern-skybox multiple-contexts multiple-views newgame particleeditor persistence server shared smoothmark spacerocks sprites sv-gtug syncmark tdl toon-shading utils vertexcompression video websocket " ".gitignore CNAME README.html README.md index.html " ".gitignore 2d CNAME README.html README.md aquarium blob book caves city clear collectibles color-adjust colorpicker columns css-animation-test css dynamic-cubemap electricflower field fishtank fonts fpstest gdc google-io gradient-editor grid-tower halo hdr hello-webgl images imagesphere index.html jquery-ui-1.8.2.custom js khronos logos lots-o-images lots-o-objects modern-skybox multiple-contexts multiple-views newgame particleeditor persistence server shared smoothmark spacerocks sprites sv-gtug syncmark tdl toon-shading utils vertexcompression video websocket " WebGLSamples_WebGLSamples
7 0.43 0.57 ".idea .openshift src " "README.md course.iml pom.xml settings.xml " ".idea .openshift README.md course.iml pom.xml settings.xml src " boniface_course
6 0.50 0.50 "book dst tools " ".gitignore LICENSE README.md " ".gitignore LICENSE README.md book dst tools " jeroenjanssens_data-science-at-the-command-line
3 0.00 1.00 "" "BACKGROUND.md LICENSE README.md " "BACKGROUND.md LICENSE README.md " mapschool_course
6 0.50 0.50 "code exercise slide " ".gitignore LICENSE README.md " ".gitignore LICENSE README.md code exercise slide " plushogskolan_data
13 0.77 0.23 "0-Object-Oriented Programming 1-Algorithm Analysis 2-Sorting 3-Generics 4-Collections and Iterators 5-Stack and its applications 6-Queue 7-Tree 8-Map 9-Graphs " ".gitignore LICENSE README.md " ".gitignore 0-Object-Oriented Programming 1-Algorithm Analysis 2-Sorting 3-Generics 4-Collections and Iterators 5-Stack and its applications 6-Queue 7-Tree 8-Map 9-Graphs LICENSE README.md " QuantumFractal_Data-Structure-Zoo
2 0.00 1.00 "" "README.md readings.md " "README.md readings.md " uit-inf-3203_Course
19 0.16 0.84 "_includes _layouts css " ".gitignore README.md _config.yml about.md curated.md ddp.md eda.md getclean.md index.md other.md pml.md regmod.md repres.md rprog.md statinf.md toolbox.md " ".gitignore README.md _config.yml _includes _layouts about.md css curated.md ddp.md eda.md getclean.md index.md other.md pml.md regmod.md repres.md rprog.md statinf.md toolbox.md " DataScienceSpecialization_DataScienceSpecialization
9 0.00 1.00 "" ".gitignore LICENSE.txt Makefile README.md TODO.md example.pdf example.tex homework.cls template.tex " ".gitignore LICENSE.txt Makefile README.md TODO.md example.pdf example.tex homework.cls template.tex " artemmavrin_latex-homework
7 0.71 0.29 "challenge1 challenge2 challenge3 challenge4 challenge5 " ".gitignore README.md " ".gitignore README.md challenge1 challenge2 challenge3 challenge4 challenge5 " camenergydatalab_EnergyDataSimulationChallenge
6 0.50 0.50 "datasets notebooks styles " ".gitignore LICENSE.txt README.md " ".gitignore LICENSE.txt README.md datasets notebooks styles " nborwankar_LearnDataScience
11 0.73 0.27 "section1 section2 section3 section4 section5 section6 section7 spring-security " ".gitignore .project README.md " ".gitignore .project README.md section1 section2 section3 section4 section5 section6 section7 spring-security " Baeldung_course
7 0.57 0.43 "constraints equations fab physics " "LICENSE index.html ralpht.jpg " "LICENSE constraints equations fab index.html physics ralpht.jpg " iamralpht_iamralpht
