all_commits weekend_commits weekday_commits work_hrs_commits non_work_hrs_commits inter_commit_distance_average commits_per_day_average authors_count author_vs_committer active_days repo_name
2.00 0.00 1.00 0.00 1.00 0.66 2.00 1.00 0.00 1.00 wehrley_wehrley
1.00 1.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 1.00 xapple_python_homework
39.00 0.00 1.00 0.56 0.44 8.84 2.79 9.00 0.00 0.67 douban-code_douban-code
508.00 0.32 0.68 0.48 0.52 57.54 0.42 21.00 0.00 0.14 brainwallet_brainwallet
615.00 0.27 0.73 0.52 0.48 29.21 0.82 14.00 0.00 0.23 netjungle_courseplay
4.00 0.00 1.00 0.00 1.00 0.38 4.00 1.00 0.00 1.00 adrianiurov_Homework
42.00 0.19 0.81 0.76 0.24 75.89 0.32 4.00 0.00 0.11 gopherchina_docs
971.00 0.22 0.78 0.66 0.34 6.42 3.74 27.00 0.00 0.34 zzeni_swift-academy-homeworks-archive
7.00 0.00 1.00 0.86 0.14 1259.38 0.02 2.00 0.00 0.01 mqtt_mqtt
2.00 0.00 1.00 0.00 1.00 0.53 2.00 1.00 0.00 1.00 terere55_data
116.00 1.00 0.00 0.16 0.84 0.20 116.00 39.00 0.00 1.00 zhufengzhufeng_zhufeng_homework8
285.00 0.06 0.94 0.40 0.60 78.48 0.31 37.00 0.00 0.11 awslabs_aws-big-data-blog
4.00 0.00 1.00 0.00 1.00 1001.03 0.03 2.00 0.00 0.02 linux-on-ibm-z_docs
777.00 0.15 0.85 0.21 0.79 24.21 0.99 29.00 0.00 0.21 Azure_Azure-MachineLearning-DataScience
58.00 0.24 0.76 0.38 0.62 634.40 0.04 12.00 0.00 0.02 h5bp_h5bp
1.00 0.00 1.00 1.00 0.00 0.00 1.00 1.00 0.00 1.00 IFMO-Android-2015_homework5
30.00 0.03 0.97 0.33 0.67 55.71 0.45 1.00 0.00 0.15 ZongXY_homework
19.00 0.00 1.00 0.00 1.00 524.29 0.05 8.00 0.00 0.01 pwning_docs
10.00 0.40 0.60 0.10 0.90 701.47 0.04 3.00 0.00 0.02 cwBerkeley_data
10.00 0.10 0.90 0.20 0.80 1224.70 0.02 4.00 0.00 0.01 openopensource_openopensource
358.00 0.10 0.90 0.65 0.35 39.27 0.61 102.00 0.00 0.25 brownbaglunch_bblfr_data
24.00 0.25 0.75 0.88 0.12 25.22 0.99 2.00 0.00 0.44 qieguo2016_iconoo
120.00 0.17 0.83 0.16 0.84 189.45 0.13 10.00 0.00 0.05 ottypes_docs
22.00 0.05 0.95 0.82 0.18 299.40 0.08 11.00 0.00 0.03 ayusopatricia_gitHomework
30.00 0.00 1.00 0.93 0.07 11.78 2.11 3.00 0.00 0.27 hull_hull
152.00 0.77 0.23 0.78 0.22 2.21 10.92 39.00 0.00 0.64 zhufengzhufeng_zhufeng_homework7
41.00 0.05 0.95 0.12 0.88 802.27 0.03 2.00 0.00 0.01 acmeism_RosettaCodeData
160.00 0.36 0.64 0.67 0.33 94.09 0.26 1.00 0.00 0.16 jiangxincode_data
19.00 0.00 1.00 0.00 1.00 0.08 19.00 6.00 0.00 1.00 ch4_hackthedot_brunchbattle
71.00 0.20 0.80 0.55 0.45 45.88 0.53 3.00 0.00 0.31 TermLog_HomeWork
169.00 0.24 0.76 0.24 0.76 67.19 0.36 21.00 0.00 0.16 igorbarinov_awesome-data-engineering
118.00 0.22 0.78 0.59 0.41 6.98 3.47 12.00 0.00 0.74 astaxie_docs
5.00 0.00 1.00 0.40 0.60 2383.56 0.01 2.00 0.00 0.01 tesseract-ocr_docs
44.00 0.00 1.00 0.11 0.89 7.24 3.39 1.00 0.00 0.31 zyj2016_homework
28.00 0.07 0.93 0.21 0.79 156.11 0.16 4.00 0.00 0.07 diafygi_webrtc-ips
1.00 0.00 1.00 1.00 0.00 0.00 1.00 1.00 0.00 1.00 likebanana_Homework
1.00 0.00 1.00 1.00 0.00 0.00 1.00 1.00 0.00 1.00 DariaShvydka_homework
604.00 0.02 0.98 0.58 0.42 30.40 0.79 31.00 0.00 0.17 Workiva_go-datastructures
1256.00 0.29 0.71 0.28 0.72 65.24 0.37 32.00 0.00 0.16 pure-data_pure-data
50.00 0.30 0.70 0.28 0.72 116.83 0.21 4.00 0.00 0.04 diafygi_webcrypto-examples
19.00 0.00 1.00 0.84 0.16 216.75 0.12 3.00 0.00 0.02 teracyhq_bootflat-ui-kit-sketch
539.00 0.73 0.27 0.59 0.41 11.71 2.05 257.00 0.00 0.06 statement-on-lambdaconf_statement-on-lambdaconf
21.00 0.24 0.76 0.19 0.81 227.51 0.11 3.00 0.00 0.05 blindmotion_docs
83.00 0.01 0.99 0.63 0.37 534.77 0.05 3.00 0.00 0.02 ttrelle_spring-data-examples
3.00 0.00 1.00 1.00 0.00 0.20 3.00 2.00 0.00 1.00 emdninja_homeworkexample
7.00 1.00 0.00 0.29 0.71 1.57 7.00 1.00 0.00 1.00 palaa159_Docs
18.00 0.39 0.61 0.39 0.61 403.23 0.06 2.00 0.00 0.03 mliu_quintus-tag
13.00 0.38 0.62 0.62 0.38 18.22 1.43 1.00 0.00 0.50 libcantonese_data
4.00 0.75 0.25 0.25 0.75 478.34 0.07 1.00 0.00 0.07 mmc-maodun_Data-Structure-And-Algorithm
1.00 0.00 1.00 0.00 1.00 0.00 1.00 1.00 0.00 1.00 Mari4ka89_Homework
5.00 0.00 1.00 0.00 1.00 0.43 5.00 2.00 0.00 1.00 dongweiming_data-analysis
164.00 0.08 0.92 0.60 0.40 185.72 0.13 17.00 0.00 0.09 spring-guides_gs-accessing-data-jpa
19.00 0.16 0.84 0.05 0.95 8.14 3.11 2.00 0.00 0.57 anteaya_homework
2195.00 0.15 0.85 0.73 0.27 25.24 0.95 49.00 0.00 0.35 DataTables_DataTablesSrc
131.00 0.00 1.00 0.34 0.66 69.73 0.35 6.00 0.00 0.08 laurelandwolf_data
9.00 0.00 1.00 0.00 1.00 0.08 9.00 4.00 0.00 1.00 afeldtest_homework
1.00 1.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 1.00 CHEN-Q95_homework
17.00 0.35 0.65 0.76 0.24 1025.63 0.02 1.00 0.00 0.01 iandevlin_iandevlin
9.00 0.89 0.11 0.11 0.89 887.27 0.03 2.00 0.00 0.01 xulingbo_xulingbo
116.00 0.46 0.54 0.44 0.56 89.24 0.27 8.00 0.00 0.06 alloy_MotionData
317.00 0.15 0.85 0.51 0.49 19.22 1.25 2.00 0.00 0.16 cloudaice_simple-data
18.00 0.22 0.78 0.39 0.61 288.96 0.09 2.00 0.00 0.05 joezeng_goomyclicker
246.00 0.57 0.43 0.76 0.24 107.94 0.22 1.00 0.00 0.06 pkainulainen_spring-data-jpa-examples
2.00 1.00 0.00 0.00 1.00 0.04 2.00 1.00 0.00 1.00 nknetobserver_nknetobserver
17.00 0.00 1.00 0.29 0.71 2.24 11.38 3.00 0.00 1.00 eveperalta_homework
3.00 1.00 0.00 0.00 1.00 0.31 3.00 2.00 0.00 1.00 walsh_gba
16.00 0.19 0.81 0.44 0.56 2916.90 0.01 4.00 0.00 0.00 google_cluster-data
2.00 0.00 1.00 0.00 1.00 2.57 2.00 2.00 0.00 1.00 ems2141_introduction_to_sql_homework
111.00 0.02 0.98 0.76 0.24 37.87 0.64 4.00 0.00 0.12 handsontable_docs
279.00 0.11 0.89 0.17 0.83 10.45 2.30 23.00 0.00 0.33 zptcsoft_zptcsoft
13.00 0.00 1.00 0.54 0.46 47.40 0.55 1.00 0.00 0.33 yanghongwang_doc
12.00 0.33 0.67 0.58 0.42 35.25 0.74 2.00 0.00 0.35 amcss_amcss
116.00 0.29 0.71 0.03 0.97 25.55 0.95 2.00 0.00 0.93 ngacharts_data
50.00 0.28 0.72 0.62 0.38 114.96 0.21 2.00 0.00 0.08 Force-Wj_homework
14.00 0.43 0.57 0.21 0.79 126.54 0.20 1.00 0.00 0.07 amiskov_homeworks
15.00 0.40 0.60 0.60 0.40 646.52 0.04 1.00 0.00 0.02 TransparencyToolkit_ICWATCH-Data
86.00 0.08 0.92 0.81 0.19 140.25 0.17 20.00 0.00 0.03 helb_helb
5.00 0.40 0.60 0.40 0.60 346.68 0.09 3.00 0.00 0.07 TestSix_homework
7.00 0.00 1.00 0.29 0.71 36.68 0.76 1.00 0.00 0.30 wanquanxiaowai_homework
179.00 0.05 0.95 0.41 0.59 103.87 0.23 20.00 0.00 0.09 Azure_Azure-DataFactory
65.00 0.09 0.91 0.35 0.65 50.70 0.48 13.00 0.00 0.18 dvajs_dva-docs
5.00 0.00 1.00 0.00 1.00 0.52 5.00 1.00 0.00 1.00 jmcohen_taste
421.00 0.06 0.94 0.31 0.69 9.43 2.55 14.00 0.00 0.43 Lab41_gestalt
6.00 0.17 0.83 0.33 0.67 248.28 0.12 2.00 0.00 0.06 NTHU-EE-CV-2014-Fall_homework0
